Authors;Title;Year;Journal;Volume;Issue;Cited by;DOI;Link;Affiliations;Language of Original Document;Document Type;Publication Stage;Open Access;Source
"Aggarwal K.; Arora A.";Influence maximization in social networks using discrete BAT-modified (DBATM) optimization algorithm: a computationally intelligent viral marketing approach;2023;Social Network Analysis and Mining;13;1;1;10.1007/s13278-023-01151-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175689636&doi=10.1007%2fs13278-023-01151-3&partnerID=40&md5=090dffa6a519d8f15b30a245d4ac23c6;Department of Computer Science & Engineering and Information Technology, Jaypee Institute of Information Technology, Noida, India;English;Article;Final;;Scopus
"Vala J.M.; Jaliya U.K.";Deep Learning Network and Renyi-entropy Based Fusion Model for Emotion Recognition Using Multimodal Signals;2022;International Journal of Modern Education and Computer Science;14;4;2;10.5815/ijmecs.2022.04.06;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137832734&doi=10.5815%2fijmecs.2022.04.06&partnerID=40&md5=1e9669bd35114cac0b7b1fb95ee3eba4;"Computer/IT Engineering, Gujarat Technological University, Chandkheda, Gujarat, Gandhinagar, 382424, India; Gujarat Technological University, Chandkheda,, Gujarat, Gandhinagar, 382424, India; Department of Computer Engineering, BVM Engineering College, V.V. Nagar, Gujarat, 388120, India";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Di X.; Martinez-Tellez B.; Krekels E.H.J.; Jurado-Fasoli L.; Osuna-Prieto F.J.; Ortiz-Alvarez L.; Hankemeier T.; Rensen P.C.N.; Ruiz J.R.; Kohler I.";Higher Plasma Levels of Endocannabinoids and Analogues Correlate With a Worse Cardiometabolic Profile in Young Adults;2024;Journal of Clinical Endocrinology and Metabolism;109;5;0;10.1210/clinem/dgad668;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191103271&doi=10.1210%2fclinem%2fdgad668&partnerID=40&md5=863ef457ed82d77dd1c64acbc1c110ed;"Metabolomics and Analytics Centre, Leiden Academic Centre for Drug Research (LACDR), Leiden University, Leiden, 2333 CC, Netherlands; Department of Medicine, Division of Endocrinology, and Einthoven Laboratory for Experimental Vascular Medicine, Leiden University Medical Center, Leiden, 2333 ZA, Netherlands; PROmoting FITness and Health Through Physical Activity Research Group (PROFITH), Sport and Health University Research Institute (IMUDS), Department of Physical Education and Sports, Faculty of Sport Sciences, University of Granada, Granada, 18071, Spain; Sport Research Group, Cernep Research Center, University of Almería, Almería, 04120, Spain; Ciber de Fisiopatología de la Obesidad y Nutrición (CIBEROBN), Instituto de Salud Carlos Iii, Granada, 18100, Spain; Division of Systems Pharmacology and Pharmacy, Leiden Academic Centre for Drug Research, Leiden University, Leiden, 2333 CC, Netherlands; Instituto de Investigación Biosanitaria, Ibs.Granada, Granada, 18012, Spain; Department of Biochemistry and Molecular Biology Ii, School of Pharmacy, University of Granada, Granada, 18071, Spain; Division of BioAnalytical Chemistry, Amsterdam Institute of Molecular and Life Sciences (AIMMS), Vrije Universiteit Amsterdam, Amsterdam, 1081 HZ, Netherlands; Center for Analytical Sciences Amsterdam, Amsterdam, 1081 HZ, Netherlands";English;Article;Final;"All Open Access; Hybrid Gold Open Access";Scopus
"Kushwaha P.K.; Bhattacharjee C.";Socio-techno-economic-environmental sizing of hybrid renewable energy system using metaheuristic optimization approaches;2024;Environmental Progress and Sustainable Energy;43;3;1;10.1002/ep.14386;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186479684&doi=10.1002%2fep.14386&partnerID=40&md5=dd7dacf524db7eff9f5f384821b30257;"Department of Electrical Engineering, National Institute of Technology Silchar, Silchar, India; Department of Electrical and Electronics Engineering, Galgotias College of Engineering and Technology, Greator Noida, India";English;Article;Final;;Scopus
"Marchant E.; Dowd J.; Bray L.; Rowlands G.; Miles N.; Crick T.; James M.; Dadaczynski K.; Okan O.";"The well-being and work-related stress of senior school leaders in Wales and Northern Ireland during COVID-19 ""educational leadership crisis"": A cross-sectional descriptive study";2024;PLoS ONE;19;4 April;1;10.1371/journal.pone.0291278;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190346685&doi=10.1371%2fjournal.pone.0291278&partnerID=40&md5=d107bcf98d25bc06265258e42309c3df;"Department of Education and Childhood Studies, Faculty of Humanities and Social Sciences, Swansea University, Swansea, United Kingdom; Health Researcher (Freelance), Northern Ireland, United Kingdom; School of Nursing Midwifery and Allied Health, Faculty of Health Social Care and Medicine, Edge Hill University, Edge Hill, United Kingdom; Public Health Sciences Institute, Newcastle University, Newcastle, United Kingdom; National Academy for Educational Leadership, United Kingdom; National Centre for Population Health and Wellbeing Research Population Data Science, Faculty of Medicine Health and Life Science, Swansea University, Swansea, United Kingdom; Department of Health Sciences, Fulda University of Applied Sciences, Fulda, Germany; Centre for Applied Health Sciences, Leuphana University Lüneburg, Lüneburg, Germany; Department of Sport and Health Sciences, Center for Health and Medicine in Society, School of Medicine and Health, Munich, Germany; Department of Sport and Health Sciences, Center for Health Promotion in Childhood and Adolescence, School of Medicine and Health, Munich, Germany";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Liévano-Latorre L.F.; Varassin I.G.; Zanata T.B.";Evolutionary history and precipitation seasonality shape niche overlap in Neotropical bat–plant pollination networks;2023;Biotropica;55;1;2;10.1111/btp.13181;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143223454&doi=10.1111%2fbtp.13181&partnerID=40&md5=5e579976762001babbff075ca15d3910;"Programa de Pós-Graduação em Ecologia e Conservação, Universidade Federal do Paraná, Curitiba, Brazil; Laboratório de Interações e Biologia Reprodutiva, Departamento de Botânica, Universidade Federal do Paraná, Curitiba, Brazil; Laboratório de Biogeografia da Conservação, Departamento de Ecologia, Universidade Federal de Goiás, Goiânia, Brazil; Laboratório de Interações e Síntese em Biodiversidade, Departamento de Botânica e Ecologia, Instituto de Biociências, Universidade Federal de Mato Grosso, Cuiabá, Brazil";English;Article;Final;;Scopus
"Fan Y.; Ma Y.; Pan P.; Yang C.";Bat algorithm based semi-distributed resource allocation in ultra-dense networks;2024;IET Communications;18;2;0;10.1049/cmu2.12720;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181717038&doi=10.1049%2fcmu2.12720&partnerID=40&md5=847d08df0670ea1d668024082d3a6abb;"School of Communications Engineering, Hangzhou Dianzi University, Zhejiang, Hangzhou, China; 7th Research Institute OF China Electronics Technology Group Corporation, Guangdong, China";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Mlynárová L.; Korytár Ľ.; Manko P.; Ondrejková A.; Prokeš M.; Smoľák R.; Oboňa J.";Updated Taxonomic Key of European Nycteribiidae (Diptera), with a Host-Parasite Network;2023;Diversity;15;4;2;10.3390/d15040573;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154061611&doi=10.3390%2fd15040573&partnerID=40&md5=8856a17a3f9e365b0a6bd3f55efc6af3;"Department of Ecology, Faculty of Humanities and Natural Sciences, University of Prešov, 17. novembra 1, Prešov, 081 16, Slovakia; Department of Epizootiology, Parasitology and Protection of One Health, University of Veterinary Medicine and Pharmacy in Košice, Komenského 73, Košice, 041 81, Slovakia";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Werber Y.; Sextin H.; Yovel Y.; Sapir N.";BATScan: A radar classification tool reveals large-scale bat migration patterns;2023;Methods in Ecology and Evolution;14;7;5;10.1111/2041-210X.14125;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160748477&doi=10.1111%2f2041-210X.14125&partnerID=40&md5=00920e487c8579b027f8fd5395110097;"Department of Evolutionary and Environmental Biology and Institute of Evolution, University of Haifa, Haifa, Israel; Faculty of Life Sciences, School of Zoology, Tel-Aviv University, Tel-Aviv, Israel; The Steinhardt Museum of Natural History, National Research Center for Biodiversity Studies, Tel-Aviv University, Tel Aviv, Israel";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Millán J.; Martín-Maldonado B.; Rodríguez-Pastor R.; Martínez-Padilla J.; Esperón F.";High diversity, novel genotypes, and vertical transmission of hemotropic Mycoplasma in micromammals;2024;Comparative Immunology, Microbiology and Infectious Diseases;107;;1;10.1016/j.cimid.2024.102151;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185818642&doi=10.1016%2fj.cimid.2024.102151&partnerID=40&md5=e9e0c87c5f75ed0bcc307770c5a89f3e;"Instituto Agroalimentario de Aragón-IA2, Universidad de Zaragoza-CITA, Zaragoza, 50013, Spain; Fundación ARAID, Avda. Ranillas 1, Zaragoza, 50018, Spain; Facultad de Ciencias de la Vida, Universidad Andres Bello, Santiago, Chile; Departamento de Veterinaria, Facultad de Ciencias Biomédicas y de la Salud, Universidad Europea de Madrid, c/ Tajo s/n, Villaviciosa de Odón (Madrid), 28670, Spain; Departamento de Patología Animal, Facultad de Veterinaria, Universidad de Zaragoza, c/Miguel Servet 177, Zaragoza, 50013, Spain; IPE, Pyrenean Institute of Ecology (CSIC), 22700, Avda. Nuestra Señora de la Victoria 16, Jaca, Spain";English;Article;Final;"All Open Access; Hybrid Gold Open Access";Scopus
"Gili F.; Bertolino S.; Rolando A.";Using mobile device built-in microphones to monitor bats: a new opportunity for large-scale participatory science initiatives;2024;Biodiversity and Conservation;33;5;0;10.1007/s10531-024-02818-9;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187934186&doi=10.1007%2fs10531-024-02818-9&partnerID=40&md5=bb737f5537512b1b782fcb317f17e526;Department of Life Sciences and Systems Biology, University of Turin, Via Accademia Albertina 13, Turin, 10123, Italy;English;Article;Final;"All Open Access; Hybrid Gold Open Access";Scopus
"Wiens A.M.; Schorg A.; Szymanski J.; Thogmartin W.E.";BatTool: projecting bat populations facing multiple stressors using a demographic model;2023;BMC Ecology and Evolution;23;1;0;10.1186/s12862-023-02159-1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174235867&doi=10.1186%2fs12862-023-02159-1&partnerID=40&md5=044742ed9ee8025a1029c0d3f95ad708;"U.S. Geological Survey, Upper Midwest Environmental Sciences Center, La Crosse, 54603, WI, United States; U.S. Fish and Wildlife Service, Ecological Services, Illinois-Iowa Field Office, Moline, 61265, IL, United States; U.S. Fish and Wildlife Service, Division of Endangered Species, La Crosse Fish and Wildlife Conservation Office, Onalaska, 54650, WI, United States";English;Article;Final;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Raman S.; Shameer T.T.; Pooja U.; Hughes A.C.";Identifying priority areas for bat conservation in the Western Ghats mountain range, peninsular India;2023;Journal of Mammalogy;104;1;4;10.1093/jmammal/gyac060;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136719045&doi=10.1093%2fjmammal%2fgyac060&partnerID=40&md5=7a316197015880e844f54013a0b37f58;"Center for Integrative Conservation, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Yunnan Province, Menglun, Mengla, 666303, China; International College, University of Chinese Academy of Sciences, Beijing, 100049, China; Department of Wildlife Sciences, College of Forestry, Kerala Agricultural University, KAU P.O., Kerala, Vellanikkara, Thrissur, 680656, India; Molecular Biodiversity Lab, Department of Zoology and Wildlife Biology, Government Arts College, Tamil Nadu, Udhagamandalam, The Nilgiris, 643002, India; College of Veterinary and Animal Sciences, Kerala Veterinary and Animal Sciences University, Kerala, Pookode, Wayanad, 673576, India; Department of Ecology and Biodiversity, School of Biological Sciences, University of Hong Kong, Pok Fu Lam, Hong Kong";English;Article;Final;;Scopus
"Estrada-Peña A.; Guglielmone A.A.; Nava S.";Worldwide host associations of the tick genus Ixodes suggest relationships based on environmental sharing rather than on co-phylogenetic events;2023;Parasites and Vectors;16;1;5;10.1186/s13071-022-05641-9;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148548344&doi=10.1186%2fs13071-022-05641-9&partnerID=40&md5=8bb28fa38ad6fb75a9f3bb017553bf22;"University of Zaragoza, Saragossa, Spain; Instituto Nacional de Investigaciones Agropecuarias, Estación Experimental Agropecuaria Rafaela—Instituto de Investigación de la Cadena Láctea (INTA-Consejo de Investigaciones Científicas y Técnicas), Santa Fe, Rafaela, Argentina";English;Article;Final;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Roa T.V.; Calvache-Sánchez C.C.; Rivera A.B.; Benavides S.S.M.; Carvajal P.";" Interactions between frugivorous bats and plants in the tropical dry forest of Valle del Cauca, Colombia ; [Interacción entre murciélagos frugívoros y plantas en el Bosque seco Tropical del Valle del Cauca, Colombia]";2023;Biota Colombiana;24;1;1;10.21068/2539200X.1078;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146868487&doi=10.21068%2f2539200X.1078&partnerID=40&md5=493a50a421caee24a18a18895cccb337;"Universidad del Valle, Cali, Colombia; Universidad Estatal de Montes Claros, Montes Claros, Brazil; Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca, INCIVA, Cali, Colombia";Spanish;Article;Final;"All Open Access; Gold Open Access";Scopus
"Diniz U.M.; Aguiar L.M.S.";The interplay between spatiotemporal overlap and morphology as determinants of microstructure suggests no ‘perfect fit’ in a bat-flower network;2023;Scientific Reports;13;1;5;10.1038/s41598-023-29965-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148114540&doi=10.1038%2fs41598-023-29965-3&partnerID=40&md5=33686325fb558cf97c76d4d3bd3a7ae0;"Plant-Insect Interactions, School of Life Sciences, Technische Universität München, Freising, Germany; Graduate Program in Ecology, University of Brasília, Brasília, Brazil; Zoology Department, University of Brasília, Brasília, Brazil";English;Article;Final;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Poon E.S.K.; Chen G.; Tsang H.Y.; Shek C.T.; Tsui W.C.; Zhao H.; Guénard B.; Sin S.Y.W.";Species richness of bat flies and their associations with host bats in a subtropical East Asian region;2023;Parasites and Vectors;16;1;9;10.1186/s13071-023-05663-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146924431&doi=10.1186%2fs13071-023-05663-x&partnerID=40&md5=d774447081f702c205646d3f0432b36a;"School of Biological Sciences, The University of Hong Kong, Pok Fu Lam Road, Hong Kong; Agriculture, Fisheries and Conservation Department (AFCD), Hong Kong SAR Government, Hong Kong; Department of Ecology, College of Life Sciences, Wuhan University, Hubei, Wuhan, 430072, China";English;Article;Final;"All Open Access; Gold Open Access";Scopus
"Sunga J.; Webber Q.M.R.; Humber J.; Rodrigues B.; Broders H.G.";Roost fidelity partially explains maternity roosting association patterns in Myotis lucifugus;2022;Animal Behaviour;194;;3;10.1016/j.anbehav.2022.09.008;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139735317&doi=10.1016%2fj.anbehav.2022.09.008&partnerID=40&md5=26054c9e046f4c18842f502db8df3431;"Department of Biology, University of Waterloo, Waterloo, ON, Canada; Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, CO, United States; Department of Fisheries, Forestry and Agriculture, Government of Newfoundland and Labrador, Corner Brook, NL, Canada; Department of Biology, Saint Mary's University, Halifax, NS, Canada";English;Article;Final;;Scopus
